Energy_MeV,Counts
0.001,0
0.003,0
0.005,0
0.007,3
0.009000000000000001,50
0.011,15
0.013000000000000001,12
0.015,10
0.017,15
0.019000000000000003,16
0.020999999999999998,31
0.023,37
0.025,27
0.027000000000000003,42
0.028999999999999998,49
0.031,52
0.033,69
0.035,71
0.037000000000000005,58
0.039,58
0.041,66
0.043,84
0.045,78
0.047,90
0.049,77
0.051000000000000004,80
0.053000000000000005,84
0.055,78
0.057,66
0.059,321
0.061,71
0.063,81
0.065,67
0.067,127
0.069,69
0.07100000000000001,33
0.07300000000000001,34
0.075,38
0.077,43
0.079,50
0.081,43
0.083,36
0.085,30
0.087,41
0.089,39
0.091,34
0.093,23
0.095,27
0.097,37
0.099,35
0.101,31
0.10300000000000001,28
0.10500000000000001,26
0.107,38
0.109,28
0.111,33
0.113,32
0.115,40
0.117,42
0.119,26
0.121,37
0.123,35
0.125,33
0.127,36
0.129,26
0.131,27
0.133,26
0.135,26
0.137,22
0.139,28
0.14100000000000001,35
0.14300000000000002,34
0.14500000000000002,35
0.147,31
0.149,21
0.151,20
0.153,27
0.155,24
0.157,18
0.159,28
0.161,19
0.163,23
0.165,33
0.167,28
0.169,29
0.171,32
0.17300000000000001,25
0.175,24
0.177,19
0.179,25
0.181,23
0.183,22
0.185,17
0.187,14
0.189,17
0.191,23
0.193,21
0.195,14
0.197,34
0.199,21
0.201,15
0.203,20
0.20500000000000002,20
0.20700000000000002,14
0.20900000000000002,15
0.211,16
0.213,16
0.215,18
0.217,17
0.219,12
0.221,28
0.223,16
0.225,25
0.227,12
0.229,16
0.231,19
0.233,18
0.23500000000000001,15
0.23700000000000002,18
0.239,14
0.241,11
0.243,15
0.245,16
0.247,18
0.249,10
0.251,20
0.253,20
0.255,11
0.257,10
0.259,18
0.261,17
0.263,9
0.265,22
0.267,11
0.269,14
0.271,10
0.273,21
0.275,10
0.277,17
0.279,14
0.281,20
0.28300000000000003,12
0.28500000000000003,5
0.28700000000000003,9
0.28900000000000003,13
0.291,10
0.293,16
0.295,6
0.297,16
0.299,13
0.301,13
0.303,11
0.305,17
0.307,11
0.309,6
0.311,12
0.313,11
0.315,11
0.317,12
0.319,11
0.321,6
0.323,15
0.325,11
0.327,9
0.329,14
0.331,13
0.333,9
0.335,15
0.337,6
0.339,7
0.341,11
0.343,8
0.34500000000000003,13
0.34700000000000003,17
0.34900000000000003,13
0.351,12
0.353,5
0.355,9
0.357,8
0.359,13
0.361,10
0.363,8
0.365,13
0.367,10
0.369,11
0.371,7
0.373,10
0.375,10
0.377,9
0.379,8
0.381,8
0.383,12
0.385,12
0.387,10
0.389,8
0.391,5
0.393,7
0.395,6
0.397,6
0.399,6
0.401,11
0.403,5
0.405,5
0.40700000000000003,6
0.40900000000000003,7
0.41100000000000003,11
0.41300000000000003,4
0.41500000000000004,6
0.41700000000000004,10
0.419,4
0.421,8
0.423,7
0.425,10
0.427,8
0.429,14
0.431,7
0.433,9
0.435,3
0.437,7
0.439,11
0.441,8
0.443,3
0.445,6
0.447,6
0.449,5
0.451,10
0.453,6
0.455,8
0.457,10
0.459,7
0.461,7
0.463,7
0.465,5
0.467,6
0.46900000000000003,9
0.47100000000000003,7
0.47300000000000003,4
0.47500000000000003,10
0.47700000000000004,7
0.479,8
0.481,8
0.483,4
0.485,7
0.487,8
0.489,8
0.491,11
0.493,5
0.495,7
0.497,7
0.499,6
0.501,6
0.503,1
0.505,6
0.507,7
0.509,6
0.511,4
0.513,7
0.515,5
0.517,6
0.519,4
0.521,7
0.523,10
0.525,6
0.527,7
0.529,3
0.531,3
0.533,9
0.535,6
0.537,13
0.539,10
0.541,6
0.543,7
0.545,6
0.547,4
0.549,5
0.551,5
0.553,5
0.555,5
0.557,3
0.559,8
0.561,5
0.5630000000000001,5
0.5650000000000001,6
0.5670000000000001,8
0.5690000000000001,6
0.5710000000000001,6
0.5730000000000001,4
0.5750000000000001,7
0.577,2
0.579,4
0.581,4
0.583,4
0.585,2
0.587,3
0.589,4
0.591,6
0.593,7
0.595,4
0.597,3
0.599,7
0.601,2
0.603,4
0.605,5
0.607,3
0.609,2
0.611,3
0.613,7
0.615,5
0.617,3
0.619,2
0.621,6
0.623,4
0.625,8
0.627,10
0.629,2
0.631,3
0.633,5
0.635,5
0.637,6
0.639,4
0.641,3
0.643,3
0.645,5
0.647,8
0.649,3
0.651,2
0.653,8
0.655,2
0.657,4
0.659,5
0.661,8
0.663,5
0.665,1
0.667,3
0.669,3
0.671,10
0.673,7
0.675,3
0.677,2
0.679,6
0.681,2
0.683,7
0.685,4
0.687,4
0.6890000000000001,2
0.6910000000000001,2
0.6930000000000001,6
0.6950000000000001,5
0.6970000000000001,4
0.6990000000000001,4
0.7010000000000001,4
0.7030000000000001,4
0.705,3
0.707,2
0.709,4
0.711,3
0.713,4
0.715,6
0.717,5
0.719,2
0.721,2
0.723,5
0.725,6
0.727,7
0.729,3
0.731,2
0.733,3
0.735,5
0.737,2
0.739,3
0.741,5
0.743,3
0.745,1
0.747,3
0.749,7
0.751,6
0.753,2
0.755,4
0.757,3
0.759,3
0.761,5
0.763,4
0.765,1
0.767,4
0.769,3
0.771,3
0.773,1
0.775,7
0.777,1
0.779,1
0.781,1
0.783,4
0.785,4
0.787,2
0.789,2
0.791,1
0.793,4
0.795,0
0.797,3
0.799,2
0.801,3
0.803,3
0.805,4
0.807,5
0.809,5
0.811,0
0.8130000000000001,0
0.8150000000000001,2
0.8170000000000001,6
0.8190000000000001,3
0.8210000000000001,3
0.8230000000000001,2
0.8250000000000001,1
0.8270000000000001,0
0.8290000000000001,6
0.8310000000000001,1
0.833,1
0.835,0
0.837,5
0.839,3
0.841,4
0.843,4
0.845,4
0.847,3
0.849,2
0.851,3
0.853,2
0.855,2
0.857,6
0.859,1
0.861,2
0.863,2
0.865,2
0.867,3
0.869,2
0.871,1
0.873,0
0.875,1
0.877,3
0.879,0
0.881,0
0.883,6
0.885,2
0.887,2
0.889,0
0.891,4
0.893,0
0.895,2
0.897,4
0.899,2
0.901,4
0.903,3
0.905,5
0.907,4
0.909,1
0.911,4
0.913,4
0.915,4
0.917,0
0.919,2
0.921,2
0.923,4
0.925,3
0.927,1
0.929,1
0.931,1
0.933,2
0.935,1
0.937,4
0.9390000000000001,0
0.9410000000000001,0
0.9430000000000001,2
0.9450000000000001,0
0.9470000000000001,2
0.9490000000000001,4
0.9510000000000001,2
0.9530000000000001,0
0.9550000000000001,1
0.9570000000000001,2
0.9590000000000001,1
0.961,3
0.963,3
0.965,4
0.967,1
0.969,4
0.971,0
0.973,5
0.975,1
0.977,2
0.979,1
0.981,1
0.983,0
0.985,3
0.987,0
0.989,1
0.991,0
0.993,2
0.995,3
0.997,3
0.999,4
1.001,1
1.0030000000000001,2
1.005,1
1.0070000000000001,1
1.009,1
1.0110000000000001,1
1.013,1
1.0150000000000001,0
1.017,1
1.0190000000000001,0
1.021,1
1.0230000000000001,0
1.025,3
1.0270000000000001,0
1.029,4
1.0310000000000001,1
1.033,3
1.0350000000000001,2
1.037,1
1.0390000000000001,4
1.041,1
1.0430000000000001,3
1.045,3
1.0470000000000002,1
1.049,1
1.0510000000000002,4
1.053,2
1.0550000000000002,3
1.057,1
1.0590000000000002,1
1.061,2
1.0630000000000002,2
1.065,1
1.0670000000000002,0
1.069,3
1.0710000000000002,2
1.073,4
1.0750000000000002,1
1.077,1
1.0790000000000002,3
1.081,1
1.0830000000000002,2
1.085,0
1.0870000000000002,1
1.089,0
1.0910000000000002,2
1.093,0
1.0950000000000002,3
1.097,0
1.0990000000000002,1
1.101,0
1.1030000000000002,2
1.105,4
1.1070000000000002,3
1.109,0
1.1110000000000002,1
1.113,0
1.1150000000000002,4
1.117,1
1.1190000000000002,4
1.121,2
1.1230000000000002,3
1.125,0
1.1270000000000002,2
1.129,2
1.1310000000000002,2
1.133,4
1.1350000000000002,2
1.137,1
1.1390000000000002,2
1.141,1
1.1430000000000002,3
1.145,1
1.1470000000000002,3
1.149,0
1.1510000000000002,4
1.153,0
1.1549999999999998,2
1.157,1
1.1589999999999998,0
1.161,1
1.1629999999999998,1
1.165,1
1.1669999999999998,1
1.169,2
1.1709999999999998,1
1.173,1
1.1749999999999998,0
1.177,1
1.1789999999999998,0
1.181,1
1.1829999999999998,2
1.185,0
1.1869999999999998,2
1.189,3
1.1909999999999998,1
1.193,5
1.1949999999999998,1
1.197,2
1.1989999999999998,0
1.201,0
1.2029999999999998,2
1.205,1
1.2069999999999999,0
1.209,1
1.2109999999999999,0
1.213,2
1.2149999999999999,2
1.217,1
1.2189999999999999,1
1.221,2
1.2229999999999999,2
1.225,1
1.2269999999999999,1
1.229,3
1.2309999999999999,2
1.233,1
1.2349999999999999,2
1.237,2
1.2389999999999999,2
1.241,1
1.2429999999999999,3
1.245,2
1.2469999999999999,1
1.249,1
1.251,2
1.2530000000000001,1
1.255,1
1.2570000000000001,2
1.259,1
1.2610000000000001,1
1.263,2
1.2650000000000001,0
1.267,2
1.2690000000000001,1
1.271,2
1.2730000000000001,2
1.275,1
1.2770000000000001,2
1.279,0
1.2810000000000001,3
1.283,2
1.2850000000000001,1
1.287,0
1.2890000000000001,0
1.291,0
1.2930000000000001,0
1.295,2
1.2970000000000002,1
1.299,0
1.3010000000000002,1
1.303,1
1.3050000000000002,0
1.307,0
1.3090000000000002,0
1.311,0
1.3130000000000002,2
1.315,1
1.3170000000000002,0
1.319,0
1.3210000000000002,2
1.323,0
1.3250000000000002,1
1.327,0
1.3290000000000002,1
1.331,3
1.3330000000000002,0
1.335,2
1.3370000000000002,0
1.339,2
1.3410000000000002,0
1.343,2
1.3450000000000002,2
1.347,0
1.3490000000000002,1
1.351,1
1.3530000000000002,1
1.355,2
1.3570000000000002,1
1.359,0
1.3610000000000002,1
1.363,2
1.3650000000000002,3
1.367,0
1.3690000000000002,1
1.371,0
1.3730000000000002,1
1.375,2
1.3770000000000002,0
1.379,1
1.3810000000000002,1
1.383,0
1.3850000000000002,2
1.387,0
1.3890000000000002,2
1.391,1
1.3930000000000002,0
1.395,1
1.3970000000000002,0
1.399,2
1.4010000000000002,0
1.403,1
1.4050000000000002,0
1.407,0
1.4089999999999998,1
1.411,1
1.4129999999999998,0
1.415,3
1.4169999999999998,1
1.419,2
1.4209999999999998,0
1.423,0
1.4249999999999998,2
1.427,0
1.4289999999999998,0
1.431,2
1.4329999999999998,1
1.435,1
1.4369999999999998,0
1.439,1
1.4409999999999998,0
1.443,1
1.4449999999999998,0
1.447,1
1.4489999999999998,0
1.451,1
1.4529999999999998,0
1.455,0
1.4569999999999999,1
1.459,0
1.4609999999999999,2
1.463,0
1.4649999999999999,1
1.467,4
1.4689999999999999,1
1.471,2
1.4729999999999999,1
1.475,0
1.4769999999999999,4
1.479,1
1.4809999999999999,0
1.483,0
1.4849999999999999,1
1.487,2
1.4889999999999999,1
1.491,0
1.4929999999999999,1
1.495,2
1.4969999999999999,0
1.499,1
1.501,1
1.5030000000000001,1
1.505,0
1.5070000000000001,0
1.509,1
1.5110000000000001,2
1.513,2
1.5150000000000001,0
1.517,1
1.5190000000000001,2
1.521,0
1.5230000000000001,1
1.525,2
1.5270000000000001,0
1.529,3
1.5310000000000001,0
1.533,1
1.5350000000000001,0
1.537,1
1.5390000000000001,1
1.541,0
1.5430000000000001,1
1.545,1
1.5470000000000002,0
1.549,0
1.5510000000000002,1
1.553,2
1.5550000000000002,1
1.557,1
1.5590000000000002,0
1.561,1
1.5630000000000002,2
1.565,0
1.5670000000000002,3
1.569,1
1.5710000000000002,2
1.573,0
1.5750000000000002,2
1.577,0
1.5790000000000002,0
1.581,1
1.5830000000000002,0
1.585,1
1.5870000000000002,2
1.589,0
1.5910000000000002,0
1.593,0
1.5950000000000002,0
1.597,0
1.5990000000000002,1
1.601,2
1.6030000000000002,1
1.605,2
1.6070000000000002,0
1.609,2
1.6110000000000002,1
1.613,0
1.6150000000000002,0
1.617,0
1.6190000000000002,1
1.621,1
1.6230000000000002,2
1.625,0
1.6270000000000002,0
1.629,1
1.6310000000000002,1
1.633,0
1.6350000000000002,1
1.637,1
1.6390000000000002,0
1.641,0
1.6430000000000002,0
1.645,0
1.6470000000000002,1
1.649,1
1.6510000000000002,1
1.653,2
1.6550000000000002,0
1.657,0
1.6590000000000003,2
1.661,1
1.6630000000000003,3
1.665,0
1.6669999999999998,0
1.669,0
1.6709999999999998,1
1.673,1
1.6749999999999998,2
1.677,0
1.6789999999999998,3
1.681,0
1.6829999999999998,0
1.685,0
1.6869999999999998,2
1.689,0
1.6909999999999998,2
1.693,0
1.6949999999999998,1
1.697,0
1.6989999999999998,3
1.701,0
1.7029999999999998,1
1.705,3
1.7069999999999999,1
1.709,2
1.7109999999999999,0
1.713,0
1.7149999999999999,0
1.717,0
1.7189999999999999,1
1.721,1
1.7229999999999999,1
1.725,1
1.7269999999999999,1
1.729,0
1.7309999999999999,3
1.733,0
1.7349999999999999,0
1.737,0
1.7389999999999999,0
1.741,0
1.7429999999999999,0
1.745,1
1.7469999999999999,0
1.749,0
1.751,0
1.7530000000000001,0
1.755,1
1.7570000000000001,1
1.759,1
1.7610000000000001,0
1.763,0
1.7650000000000001,0
1.767,0
1.7690000000000001,0
1.771,0
1.7730000000000001,1
1.775,0
1.7770000000000001,1
1.779,0
1.7810000000000001,0
1.783,0
1.7850000000000001,1
1.787,0
1.7890000000000001,0
1.791,1
1.7930000000000001,1
1.795,1
1.7970000000000002,0
1.799,0
1.8010000000000002,0
1.803,0
1.8050000000000002,3
1.807,1
1.8090000000000002,0
1.811,1
1.8130000000000002,0
1.815,0
1.8170000000000002,2
1.819,1
1.8210000000000002,1
1.823,1
1.8250000000000002,1
1.827,3
1.8290000000000002,0
1.831,2
1.8330000000000002,0
1.835,0
1.8370000000000002,1
1.839,1
1.8410000000000002,1
1.843,1
1.8450000000000002,1
1.847,0
1.8490000000000002,0
1.851,0
1.8530000000000002,0
1.855,0
1.8570000000000002,1
1.859,0
1.8610000000000002,0
1.863,1
1.8650000000000002,1
1.867,0
1.8690000000000002,0
1.871,0
1.8730000000000002,0
1.875,0
1.8770000000000002,0
1.879,0
1.8810000000000002,0
1.883,0
1.8850000000000002,2
1.887,3
1.8890000000000002,1
1.891,0
1.8930000000000002,1
1.895,1
1.8970000000000002,0
1.899,2
1.9010000000000002,2
1.903,0
1.9050000000000002,0
1.907,1
1.9090000000000003,1
1.911,0
1.9130000000000003,0
1.915,0
1.9170000000000003,0
1.919,0
1.9209999999999998,0
1.923,1
1.9249999999999998,0
1.927,0
1.9289999999999998,1
1.931,1
1.9329999999999998,1
1.935,1
1.9369999999999998,0
1.939,0
1.9409999999999998,1
1.943,0
1.9449999999999998,0
1.947,1
1.9489999999999998,1
1.951,1
1.9529999999999998,1
1.955,0
1.9569999999999999,1
1.959,1
1.9609999999999999,0
1.963,0
1.9649999999999999,1
1.967,0
1.9689999999999999,2
1.971,0
1.9729999999999999,1
1.975,0
1.9769999999999999,0
1.979,0
1.9809999999999999,3
1.983,1
1.9849999999999999,0
1.987,0
1.9889999999999999,0
1.991,0
1.9929999999999999,1
1.995,0
1.9969999999999999,0
1.999,1
2.0010000000000003,0
2.003,0
2.005,0
2.007,0
2.0090000000000003,1
2.011,1
2.013,0
2.015,1
2.0170000000000003,0
2.019,0
2.021,2
2.023,2
2.0250000000000004,0
2.027,1
2.029,1
2.031,1
2.0330000000000004,1
2.035,1
2.037,0
2.039,0
2.0410000000000004,0
2.043,0
2.045,3
2.047,1
2.049,0
2.051,1
2.053,0
2.0549999999999997,2
2.057,1
2.059,1
2.061,0
2.0629999999999997,2
2.065,1
2.067,1
2.069,0
2.0709999999999997,0
2.073,2
2.075,1
2.077,1
2.0789999999999997,0
2.081,1
2.083,0
2.085,0
2.0869999999999997,2
2.089,0
2.091,0
2.093,1
2.0949999999999998,0
2.097,0
2.099,0
2.101,0
2.1029999999999998,0
2.105,0
2.107,0
2.109,0
2.1109999999999998,1
2.113,0
2.115,1
2.117,1
2.1189999999999998,1
2.121,0
2.123,0
2.125,0
2.127,0
2.129,1
2.1310000000000002,0
2.133,1
2.135,1
2.137,0
2.1390000000000002,1
2.141,1
2.143,1
2.145,0
2.1470000000000002,1
2.149,0
2.151,0
2.153,0
2.1550000000000002,0
2.157,1
2.159,0
2.161,0
2.1630000000000003,2
2.165,1
2.167,0
2.169,0
2.1710000000000003,1
2.173,0
2.175,2
2.177,0
2.1790000000000003,0
2.181,0
2.183,0
2.185,0
2.1870000000000003,1
2.189,2
2.191,0
2.193,1
2.1950000000000003,0
2.197,0
2.199,0
2.201,0
2.2030000000000003,1
2.205,0
2.207,1
2.209,0
2.2110000000000003,0
2.213,0
2.215,0
2.217,1
2.2190000000000003,0
2.221,2
2.223,1
2.225,0
2.2270000000000003,0
2.229,0
2.231,0
2.233,1
2.2350000000000003,2
2.237,0
2.239,0
2.241,2
2.2430000000000003,1
2.245,1
2.247,0
2.249,0
2.2510000000000003,0
2.253,0
2.255,0
2.257,2
2.2590000000000003,1
2.261,1
2.263,1
2.265,0
2.2670000000000003,0
2.269,0
2.271,1
2.273,1
2.2750000000000004,0
2.277,0
2.279,0
2.281,0
2.2830000000000004,0
2.285,1
2.287,0
2.289,0
2.2910000000000004,0
2.293,1
2.295,0
2.297,0
2.2990000000000004,1
2.301,0
2.303,0
2.305,0
2.307,1
2.309,0
2.311,0
2.3129999999999997,2
2.315,0
2.317,0
2.319,1
2.3209999999999997,0
2.323,1
2.325,0
2.327,1
2.3289999999999997,0
2.331,0
2.333,0
2.335,0
2.3369999999999997,0
2.339,0
2.341,0
2.343,0
2.3449999999999998,0
2.347,0
2.349,0
2.351,0
2.3529999999999998,0
2.355,0
2.357,0
2.359,0
2.3609999999999998,2
2.363,1
2.365,0
2.367,0
2.3689999999999998,1
2.371,1
2.373,0
2.375,0
2.377,0
2.379,0
2.3810000000000002,0
2.383,0
2.385,0
2.387,0
2.3890000000000002,0
2.391,1
2.393,0
2.395,1
2.3970000000000002,2
2.399,0
2.401,0
2.403,0
2.4050000000000002,0
2.407,1
2.409,0
2.411,0
2.4130000000000003,0
2.415,0
2.417,1
2.419,0
2.4210000000000003,1
2.423,1
2.425,0
2.427,0
2.4290000000000003,0
2.431,0
2.433,0
2.435,0
2.4370000000000003,0
2.439,0
2.441,0
2.443,0
2.4450000000000003,1
2.447,0
2.449,1
2.451,1
2.4530000000000003,0
2.455,1
2.457,0
2.459,1
2.4610000000000003,0
2.463,1
2.465,0
2.467,0
2.4690000000000003,0
2.471,0
2.473,0
2.475,2
2.4770000000000003,0
2.479,2
2.481,0
2.483,0
2.4850000000000003,0
2.487,0
2.489,1
2.491,0
2.4930000000000003,1
2.495,1
2.497,2
2.499,0
2.5010000000000003,0
2.503,2
2.505,1
2.507,0
2.5090000000000003,0
2.511,0
2.513,0
2.515,0
2.5170000000000003,0
2.519,0
2.521,0
2.523,1
2.5250000000000004,0
2.527,1
2.529,1
2.531,1
2.5330000000000004,1
2.535,0
2.537,1
2.539,1
2.5410000000000004,1
2.543,1
2.545,0
2.547,0
2.5490000000000004,0
2.551,2
2.553,1
2.555,0
2.5570000000000004,0
2.559,0
2.561,0
2.5629999999999997,0
2.565,0
2.567,0
2.569,0
2.5709999999999997,1
2.573,0
2.575,1
2.577,0
2.5789999999999997,0
2.581,0
2.583,1
2.585,0
2.5869999999999997,1
2.589,0
2.591,0
2.593,0
2.5949999999999998,0
2.597,0
2.599,1
2.601,0
2.6029999999999998,0
2.605,0
2.607,0
2.609,1
2.6109999999999998,0
2.613,0
2.615,0
2.617,0
2.6189999999999998,0
2.621,0
2.623,2
2.625,2
2.627,1
2.629,0
2.6310000000000002,0
2.633,0
2.635,1
2.637,0
2.6390000000000002,0
2.641,0
2.643,1
2.645,0
2.6470000000000002,0
2.649,0
2.651,1
2.653,1
2.6550000000000002,1
2.657,1
2.659,1
2.661,0
2.6630000000000003,0
2.665,1
2.667,0
2.669,0
2.6710000000000003,0
2.673,0
2.675,0
2.677,0
2.6790000000000003,0
2.681,0
2.683,0
2.685,0
2.6870000000000003,0
2.689,1
2.691,1
2.693,0
2.6950000000000003,0
2.697,0
2.699,0
2.701,0
2.7030000000000003,0
2.705,0
2.707,0
2.709,0
2.7110000000000003,0
2.713,0
2.715,0
2.717,1
2.7190000000000003,0
2.721,0
2.723,0
2.725,0
2.7270000000000003,0
2.729,0
2.731,0
2.733,0
2.7350000000000003,0
2.737,1
2.739,2
2.741,0
2.7430000000000003,0
2.745,0
2.747,1
2.749,1
2.7510000000000003,0
2.753,2
2.755,0
2.757,0
2.7590000000000003,0
2.761,0
2.763,0
2.765,2
2.7670000000000003,1
2.769,0
2.771,0
2.773,0
2.7750000000000004,1
2.777,0
2.779,0
2.781,0
2.7830000000000004,0
2.785,1
2.787,0
2.789,0
2.7910000000000004,1
2.793,0
2.795,0
2.797,0
2.7990000000000004,0
2.801,0
2.803,1
2.805,0
2.8070000000000004,0
2.809,1
2.811,0
2.813,1
2.815,1
2.817,0
2.819,2
2.8209999999999997,0
2.823,1
2.825,0
2.827,1
2.8289999999999997,0
2.831,0
2.833,0
2.835,0
2.8369999999999997,0
2.839,0
2.841,0
2.843,0
2.8449999999999998,0
2.847,1
2.849,0
2.851,0
2.8529999999999998,0
2.855,0
2.857,0
2.859,0
2.8609999999999998,0
2.863,0
2.865,0
2.867,1
2.8689999999999998,1
2.871,0
2.873,0
2.875,0
2.877,0
2.879,0
2.8810000000000002,0
2.883,0
2.885,0
2.887,0
2.8890000000000002,0
2.891,0
2.893,1
2.895,1
2.8970000000000002,0
2.899,0
2.901,1
2.903,0
2.9050000000000002,0
2.907,0
2.909,0
2.911,0
2.9130000000000003,0
2.915,0
2.917,0
2.919,0
2.9210000000000003,1
2.923,0
2.925,1
2.927,1
2.9290000000000003,0
2.931,0
2.933,0
2.935,1
2.9370000000000003,1
2.939,0
2.941,1
2.943,1
2.9450000000000003,0
2.947,0
2.949,0
2.951,0
2.9530000000000003,0
2.955,0
2.957,0
2.959,0
2.9610000000000003,0
2.963,1
2.965,0
2.967,2
2.9690000000000003,0
2.971,1
2.973,0
2.975,0
2.9770000000000003,1
2.979,0
2.981,0
2.983,1
2.9850000000000003,0
2.987,0
2.989,0
2.991,1
2.9930000000000003,0
2.995,0
2.997,0
2.999,1
3.0010000000000003,0
3.003,0
3.005,0
3.007,1
3.0090000000000003,0
3.011,1
3.013,0
3.015,0
3.0170000000000003,0
3.019,0
3.021,0
3.023,0
3.0250000000000004,0
3.027,0
3.029,0
3.031,0
3.0330000000000004,0
3.035,0
3.037,1
3.039,0
3.0410000000000004,0
3.043,0
3.045,0
3.047,0
3.0490000000000004,0
3.051,0
3.053,0
3.055,0
3.0570000000000004,0
3.059,0
3.061,0
3.063,2
3.0650000000000004,0
3.067,0
3.069,1
3.071,0
3.073,0
3.075,0
3.077,0
3.0789999999999997,0
3.081,0
3.083,0
3.085,0
3.0869999999999997,0
3.089,0
3.091,0
3.093,0
3.0949999999999998,0
3.097,2
3.099,2
3.101,0
3.1029999999999998,1
3.105,0
3.107,0
3.109,0
3.1109999999999998,1
3.113,0
3.115,0
3.117,0
3.1189999999999998,0
3.121,0
3.123,0
3.125,0
3.127,0
3.129,0
3.1310000000000002,0
3.133,0
3.135,0
3.137,0
3.1390000000000002,1
3.141,0
3.143,0
3.145,1
3.1470000000000002,0
3.149,0
3.151,0
3.153,0
3.1550000000000002,2
3.157,0
3.159,0
3.161,0
3.1630000000000003,0
3.165,0
3.167,0
3.169,0
3.1710000000000003,0
3.173,0
3.175,0
3.177,0
3.1790000000000003,0
3.181,0
3.183,0
3.185,0
3.1870000000000003,0
3.189,0
3.191,2
3.193,0
3.1950000000000003,0
3.197,0
3.199,0
3.201,0
3.2030000000000003,0
3.205,0
3.207,0
3.209,0
3.2110000000000003,0
3.213,0
3.215,0
3.217,1
3.2190000000000003,0
3.221,0
3.223,0
3.225,0
3.2270000000000003,1
3.229,0
3.231,1
3.233,0
3.2350000000000003,1
3.237,1
3.239,0
3.241,0
3.2430000000000003,0
3.245,1
3.247,0
3.249,0
3.2510000000000003,1
3.253,0
3.255,1
3.257,0
3.2590000000000003,0
3.261,0
3.263,0
3.265,0
3.2670000000000003,0
3.269,0
3.271,0
3.273,1
3.2750000000000004,0
3.277,0
3.279,0
3.281,0
3.2830000000000004,0
3.285,0
3.287,0
3.289,0
3.2910000000000004,0
3.293,0
3.295,0
3.297,0
3.2990000000000004,0
3.301,0
3.303,0
3.305,1
3.3070000000000004,0
3.309,0
3.311,0
3.313,0
3.3150000000000004,0
3.317,0
3.319,0
3.321,1
3.3230000000000004,0
3.325,1
3.327,0
3.329,1
3.331,1
3.333,1
3.335,0
3.3369999999999997,0
3.339,0
3.341,0
3.343,0
3.3449999999999998,0
3.347,0
3.349,0
3.351,0
3.3529999999999998,0
3.355,0
3.357,0
3.359,0
3.3609999999999998,0
3.363,1
3.365,0
3.367,0
3.3689999999999998,0
3.371,0
3.373,0
3.375,0
3.377,0
3.379,0
